GEOID20,Tot_2016_sen,D_2016_sen,R_2016_sen,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2018_ltg,D_2018_ltg,R_2018_ltg,Tot_2018_ag,D_2018_ag,R_2018_ag,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2018_sen,D_2018_sen,R_2018_sen
32003001380,2,0,2,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32003003559,2,0,2,2,0,2,1,0,1,2,0,2,2,0,2,2,0,2,2,0,2
32003001940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001361,1,0,1,1,0,1,2,1,1,1,1,0,1,1,0,1,0,1,1,1,0
32003006649,929,466,362,950,511,360,1283,731,524,730,442,246,736,441,255,739,449,237,738,462,249
32003001604,761,382,309,772,414,328,975,550,412,618,349,245,618,335,263,620,348,257,617,349,251
32003006691,511,304,159,525,311,173,602,348,236,401,243,138,405,231,153,405,247,136,405,244,140
32003001519,466,106,347,472,141,311,564,164,386,416,116,285,420,108,297,420,127,286,420,115,297
32031007586,198,67,121,198,65,115,227,74,148,176,66,102,177,59,108,180,51,123,181,63,118
32031008247,194,60,124,194,72,111,222,81,139,182,63,113,184,48,128,186,57,123,184,61,120
32031001023,617,276,329,622,296,291,693,370,312,592,308,269,593,267,303,595,315,271,598,304,288
32003007543,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
32031009523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002642,58,18,35,59,17,37,75,20,52,49,17,30,48,14,33,49,16,32,49,17,31
32003004500,539,357,139,549,378,150,711,475,227,455,316,115,456,313,124,464,325,111,462,323,116
32003005586,745,480,178,771,518,211,793,554,223,517,355,115,520,363,130,522,372,109,524,374,124
32003003762,753,424,253,766,427,276,935,529,378,593,371,187,595,354,204,594,363,192,595,368,198
32003007923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003006714,201,118,59,211,132,63,488,288,185,236,153,66,236,162,65,239,160,66,238,167,61
32003003881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003006665,904,418,427,922,416,462,997,508,470,750,372,347,755,373,360,758,384,351,759,384,358
32003007906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001378,2,1,1,2,1,1,3,0,3,3,1,2,3,1,2,3,1,2,3,1,2
32003001917,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32003005543,295,246,29,306,263,32,377,286,80,209,160,31,209,163,32,209,161,30,211,169,27
32003003851,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32031003029,274,120,133,277,123,133,308,148,150,250,116,117,250,100,131,251,108,128,252,112,128
32031007308,22,15,7,22,15,7,26,15,11,19,11,5,19,10,7,19,12,7,19,12,7
32003006734,741,399,259,750,437,258,1325,734,569,660,387,232,661,371,254,662,393,237,662,401,240
32031009557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005585,709,454,172,732,486,187,920,635,261,525,381,107,527,361,129,536,367,119,539,392,121
32003005372,533,395,91,542,414,96,699,511,175,389,292,62,386,296,63,390,305,58,392,320,53
32003003151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007054,617,377,166,628,391,186,818,530,271,463,307,122,465,302,132,470,312,130,467,323,123
32031007557,707,239,395,713,232,429,872,315,528,563,208,309,563,186,326,565,188,336,563,195,323
32003006701,466,209,219,477,225,224,620,307,303,436,220,185,436,212,195,437,221,193,436,224,195
32003001371,5,2,3,5,2,3,2,0,2,6,3,3,6,3,3,6,3,3,6,3,3
32003006611,672,311,313,684,298,339,799,399,388,560,274,261,561,250,283,564,271,261,565,280,268
32003003391,639,323,279,655,333,279,712,352,351,543,290,222,542,286,236,545,302,223,543,302,228
32029000011,11,0,10,11,0,11,8,2,6,8,3,4,8,3,5,8,3,5,8,0,8
32003006548,978,483,411,998,513,429,1227,624,579,836,477,311,835,463,321,843,484,321,845,495,312
32031007302,2,1,0,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
32031009248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007522,76,29,39,75,24,41,91,43,44,72,38,29,73,33,36,74,32,34,73,37,30
32003001616,597,321,222,608,329,242,748,381,356,491,281,186,489,273,194,491,284,188,493,287,184
32003001387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003578,31,7,21,31,7,20,43,8,34,31,8,17,31,9,21,31,11,19,31,9,21
32031007508,71,44,16,71,39,21,65,46,19,57,40,15,56,32,21,58,36,18,58,35,18
32031005053,30,11,18,30,12,18,27,6,20,25,12,13,25,10,14,25,11,13,25,12,13
32003002645,117,42,69,116,38,74,120,29,85,99,32,58,99,27,63,99,32,59,99,35,60
32003002957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001375,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002010,260,131,116,266,133,115,312,173,132,258,114,135,258,103,141,258,114,129,252,109,131
32031009131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008101,14,9,5,14,10,4,12,9,2,15,11,4,15,10,4,15,10,5,15,10,5
32031007574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005533,532,342,138,548,368,160,790,517,261,416,292,108,418,271,125,418,279,110,421,290,105
32003002974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003006614,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,0,1
32003006605,130,91,26,139,99,38,157,98,59,103,69,26,102,70,24,104,64,29,107,75,25
32031004022,73,35,34,75,39,32,90,52,35,53,30,21,53,27,22,53,28,24,53,28,23
32031002007,55,36,14,55,39,14,74,52,19,42,27,11,42,29,10,43,32,10,42,32,10
32003005641,74,39,26,76,43,30,93,41,48,51,31,17,51,32,16,51,30,18,51,32,17
32003005644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003004512,368,213,125,375,221,134,529,309,206,350,202,123,348,205,120,351,207,126,350,209,121
32003003792,605,366,179,618,390,205,717,460,251,560,349,176,559,327,193,562,331,191,565,360,180
32031008502,191,43,141,190,43,128,196,53,139,167,41,117,167,39,124,167,38,121,167,37,123
32031007546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002444,267,133,109,272,141,120,254,136,112,186,102,76,184,94,82,186,94,81,187,104,78
32031005032,141,62,72,141,60,70,156,80,73,122,64,50,122,57,58,122,56,61,122,58,58
32031009546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003004571,46,38,5,46,38,6,60,38,21,47,35,10,46,32,11,45,31,12,46,34,11
32003003821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007413,2,0,2,2,0,1,2,0,2,2,0,2,1,0,1,2,0,2,2,0,2
32031008275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007570,81,29,40,83,28,51,109,34,68,68,25,38,69,21,44,69,20,44,69,22,40
32003003909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003751,594,397,128,606,420,139,752,538,201,466,318,123,467,316,124,464,306,119,466,321,111
32003005500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031004042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001345,480,256,174,498,275,195,612,334,268,395,245,134,397,233,150,397,238,145,398,240,142
32003002972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007334,293,187,81,303,192,94,388,266,113,222,152,55,222,149,60,225,156,57,224,160,55
32003003612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001623,370,198,130,370,202,142,474,261,201,304,189,97,306,181,105,306,199,89,306,195,98
32031006301,213,77,132,211,81,117,488,210,263,247,100,129,247,88,141,246,92,146,247,91,146
32031007433,111,28,78,113,29,75,128,37,90,103,26,74,104,21,78,106,22,80,106,23,80
32031009551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007527,411,173,200,415,171,209,447,195,247,354,164,156,355,139,181,359,150,187,358,157,181
32003003562,11,0,10,11,0,11,6,1,5,7,0,7,7,0,7,7,0,7,7,0,7
32029000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003750,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008115,3,0,3,3,0,3,3,0,3,2,0,2,2,0,2,2,0,2,2,0,2
32031009549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002676,27,7,18,28,8,18,32,9,22,25,12,11,25,8,16,27,9,16,27,10,15
32003007511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007701,93,47,38,94,52,35,109,60,44,93,57,31,93,57,29,93,58,30,93,63,29
32003003544,987,360,580,1000,407,525,1209,513,674,862,365,465,860,327,498,865,371,477,867,362,492
32003002722,291,168,86,299,190,77,289,196,83,153,113,28,153,118,30,153,112,29,153,117,29
32031005012,376,194,157,382,201,134,456,284,146,345,212,114,343,182,133,350,200,127,348,205,126
32003006736,545,294,205,561,310,217,801,434,355,486,302,156,484,292,159,489,308,150,488,309,157
32003001929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007518,0,0,0,0,0,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0
32031003006,235,120,97,236,111,103,280,164,106,192,100,79,192,96,83,193,101,82,192,102,81
32003001903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005501,316,152,147,323,151,155,386,194,187,258,125,118,259,132,120,259,137,115,259,134,120
32031007315,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
32031009538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002049,770,455,242,784,462,249,960,613,322,715,453,205,718,430,227,717,447,207,721,468,213
32003002675,22,5,16,22,4,17,26,6,20,17,6,11,17,6,11,18,6,12,18,5,13
32003001553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003738,214,107,90,217,111,96,264,149,112,210,122,72,211,121,80,215,118,81,217,129,72
32003002906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003853,45,21,22,46,21,22,57,27,30,46,22,21,46,19,20,46,22,21,46,22,19
32031002060,202,87,96,204,86,100,367,178,167,175,87,76,176,74,85,179,84,84,179,90,81
32031009562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007512,85,28,51,86,24,56,85,27,55,64,24,37,65,23,40,66,21,40,65,20,41
32003002488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003004463,50,38,6,54,43,11,51,39,11,29,23,4,29,24,2,29,21,3,29,21,3
32003003736,33,5,28,34,5,27,42,11,30,30,7,22,30,8,20,30,9,21,30,8,22
32003007521,17,8,8,17,12,5,21,15,6,12,8,3,11,7,2,14,10,3,13,9,3
32003004902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003579,10,3,7,10,3,7,14,6,8,9,3,6,9,3,6,9,3,6,9,3,6
32031009129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003518,11,2,7,11,2,7,12,1,10,9,1,4,9,2,4,9,3,3,9,1,7
32003001607,87,42,35,89,49,34,320,174,140,129,76,46,129,70,51,130,71,53,130,75,50
32003002407,5,3,2,6,3,3,10,3,6,7,2,5,7,2,5,7,2,5,7,2,5
32031005003,44,25,15,44,23,16,52,36,12,35,23,9,35,21,11,35,21,10,35,23,10
32031007300,126,92,14,125,107,8,169,148,13,97,84,11,97,75,11,97,74,15,97,79,11
32003003745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001365,5,5,0,6,6,0,6,2,4,5,3,2,5,3,2,5,2,2,5,3,2
32031009516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007563,38,13,20,39,16,22,43,20,20,33,15,14,34,14,15,34,16,15,34,18,13
32003003805,81,53,18,82,54,25,81,59,20,71,55,13,71,52,13,71,52,15,71,53,14
32031006206,143,95,25,144,102,29,158,130,22,91,73,11,90,66,13,90,68,17,90,70,13
32003003914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031005023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002065,2,0,1,2,0,0,148,84,61,1,0,1,1,0,1,1,0,1,1,0,1
32003002625,4,0,4,4,0,4,5,1,4,3,1,2,3,1,2,3,1,2,3,1,2
32003004073,22,14,8,22,12,10,30,15,14,24,12,12,24,10,13,24,12,12,24,10,13
32031009243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003571,3,0,3,3,0,3,7,2,4,5,3,2,4,2,2,5,2,3,5,3,2
32031007309,10,3,5,10,4,4,15,5,10,8,3,3,8,3,3,8,3,3,8,3,3
32031004012,602,321,234,608,329,198,663,426,210,484,326,123,484,299,143,486,320,137,487,325,142
32003001915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008265,4,2,0,4,2,2,5,4,1,2,1,1,2,1,1,2,1,1,2,1,1
32031009555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031003021,19,11,7,19,12,6,19,8,11,17,10,5,16,8,6,17,8,7,17,10,7
32031009126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007571,76,24,46,76,22,47,75,24,47,63,20,40,62,12,45,62,18,41,63,16,46
32003001920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002696,40,21,15,40,20,19,55,20,34,33,14,19,34,12,22,34,14,19,35,14,20
32031005061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008232,24,6,15,24,5,16,26,2,24,20,3,17,20,3,16,20,3,17,20,3,17
32031009428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003752,823,534,182,834,571,208,881,627,228,620,439,144,620,445,143,623,440,145,621,445,140
32031003027,6,3,3,6,3,3,7,4,3,3,1,0,3,0,2,3,1,2,3,1,2
32031007313,170,79,54,171,91,66,163,93,65,113,72,33,116,63,36,117,71,36,117,71,35
32031001015,30,12,15,31,14,14,30,19,9,31,27,4,31,26,5,31,25,4,31,27,4
32003004645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002683,3,1,2,3,1,2,3,0,3,3,0,2,3,0,2,3,0,3,3,0,2
32003002684,21,8,12,22,8,13,26,6,20,20,6,14,20,6,14,20,6,13,20,7,13
32031006525,105,36,58,106,41,50,136,58,72,89,39,42,89,35,47,89,36,45,89,42,42
32003003907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32029000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003439,2,0,2,2,0,2,2,1,1,2,0,0,2,0,0,2,0,0,2,0,0
32031009253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003004564,136,112,13,142,122,16,137,110,22,101,86,7,102,87,8,102,89,5,103,91,7
32031008261,17,3,11,17,2,11,12,3,9,13,3,8,13,3,8,13,2,9,13,4,9
32003002408,1,0,1,1,0,1,2,2,0,1,1,0,1,1,0,1,1,0,1,1,0
32003002971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008114,26,8,17,26,11,15,27,13,14,23,10,12,23,9,14,23,9,14,23,8,15
32003001363,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
32031009427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007743,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32003004574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031004040,1,0,1,1,0,1,2,1,1,1,0,1,1,0,1,1,0,1,2,0,2
32031005065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003004572,1,1,0,1,1,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0
32003001909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007565,15,7,7,15,6,8,17,11,6,13,6,7,13,2,7,13,6,7,13,6,7
32031009202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006115,24,14,6,25,15,8,33,22,11,24,17,6,23,15,7,24,15,7,24,17,7
32031009560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031003039,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
32031003025,2,2,0,2,2,0,3,3,0,2,2,0,2,2,0,2,2,0,2,2,0
32031009249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031005051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003006496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031006218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007583,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2
32031002070,0,0,0,0,0,0,91,32,59,0,0,0,0,0,0,0,0,0,0,0,0
32031008127,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0
32031008118,12,2,9,12,3,8,12,4,8,12,3,7,11,2,8,12,4,8,12,2,10
32003003731,7,3,3,7,2,4,10,3,6,5,1,4,5,1,4,5,1,4,5,1,4
32003004637,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003005903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008218,4,2,2,4,2,2,8,3,5,4,1,3,4,1,3,4,1,3,4,1,3
32003003990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031003035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008128,7,4,3,7,4,2,8,5,3,7,5,2,7,5,2,7,4,3,7,5,2
32003002914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003812,168,104,48,176,108,59,213,141,71,142,94,39,141,86,47,141,89,41,141,94,40
32003003545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002703,4,1,3,4,1,3,6,2,4,2,0,2,2,0,2,2,0,2,2,0,2
32003002631,18,5,13,19,5,14,25,12,12,16,7,9,16,5,9,16,5,10,16,8,8
32031007403,3,0,3,3,0,3,4,1,3,3,0,3,3,0,3,3,0,3,3,0,3
32003003574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031008227,33,12,19,33,11,19,40,13,24,33,11,18,32,11,19,33,11,18,33,11,19
32031006529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002664,11,5,6,11,6,5,15,9,6,11,6,5,11,6,4,11,7,3,11,7,4
32003002911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031007317,2,1,1,2,0,2,4,1,2,2,2,0,2,1,1,2,1,0,2,1,1
32031008294,2,0,2,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,2,0,1
32003003823,12,12,0,12,12,0,17,14,3,7,7,0,7,6,0,7,7,0,7,7,0
32003002609,7,1,6,7,1,6,6,1,5,6,0,5,6,0,5,6,0,5,6,0,5
32031009558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007523,118,69,33,118,73,38,278,167,110,171,113,46,171,109,54,172,104,54,171,111,50
32003002406,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031009106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003457,5,2,3,5,2,3,7,1,6,9,2,6,9,1,8,9,1,8,9,0,9
32003002681,2,2,0,2,2,0,2,2,0,1,1,0,1,1,0,1,1,0,1,1,0
32003007920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031003003,3,1,2,3,1,2,1,0,1,2,1,1,2,1,1,2,1,1,2,1,1
32031001058,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32003002691,30,10,15,30,9,21,40,14,26,29,13,15,30,12,17,30,12,16,30,12,18
32003002685,2,0,2,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,2,0,2
32003002919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003712,2,0,2,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
32003002623,3,0,3,3,0,3,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2
32003004606,58,43,10,58,47,8,73,53,18,33,25,5,34,27,5,34,26,5,34,27,5
32031008234,95,26,62,96,29,54,122,42,79,84,31,48,84,26,52,83,27,55,84,30,52
32003007720,0,0,0,0,0,0,62,41,19,44,28,14,43,29,11,44,29,13,44,30,14
32031009207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32031002078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
